Date,Price,Open,High,Low,Vol.,Change %
29-Sep-17,"9,788.60","9,814.30","9,854.00","9,775.35",202.35M,0.20%
3-Oct-17,"9,859.50","9,893.30","9,895.40","9,831.05",167.83M,0.72%
4-Oct-17,"9,914.90","9,884.35","9,938.30","9,850.65",160.99M,0.56%
5-Oct-17,"9,888.70","9,927.00","9,945.95","9,881.85",152.36M,-0.26%
6-Oct-17,"9,979.70","9,908.15","9,989.35","9,906.60",201.86M,0.92%
9-Oct-17,"9,988.75","9,988.20","10,015.75","9,959.45",148.40M,0.09%
10-Oct-17,"10,016.95","10,013.70","10,034.00","10,002.30",153.25M,0.28%
11-Oct-17,"9,984.80","10,042.60","10,067.25","9,955.80",195.59M,-0.32%
12-Oct-17,"10,096.40","10,011.20","10,104.45","9,977.10",207.11M,1.12%
13-Oct-17,"10,167.45","10,123.70","10,191.90","10,120.10",237.23M,0.70%
16-Oct-17,"10,230.85","10,207.40","10,242.95","10,175.10",209.33M,0.62%
17-Oct-17,"10,234.45","10,227.65","10,251.85","10,212.60",201.78M,0.04%
18-Oct-17,"10,210.85","10,209.40","10,236.45","10,175.75",262.11M,-0.23%
19-Oct-17,"10,146.55","10,210.35","10,211.95","10,123.35",31.09M,-0.63%
23-Oct-17,"10,184.85","10,176.65","10,224.15","10,124.50",224.80M,0.38%
24-Oct-17,"10,207.70","10,218.55","10,237.75","10,182.40",223.91M,0.22%
25-Oct-17,"10,295.35","10,321.15","10,340.55","10,240.90",612.62M,0.86%
26-Oct-17,"10,343.80","10,291.80","10,355.65","10,271.85",443.04M,0.47%
27-Oct-17,"10,323.05","10,362.30","10,366.15","10,311.30",322.41M,-0.20%
30-Oct-17,"10,363.65","10,353.85","10,384.50","10,344.30",244.19M,0.39%
31-Oct-17,"10,335.30","10,364.90","10,367.70","10,323.95",239.81M,-0.27%
1-Nov-17,"10,440.50","10,390.35","10,451.65","10,383.05",268.27M,1.02%
2-Nov-17,"10,423.80","10,440.50","10,453.00","10,412.55",207.74M,-0.16%
3-Nov-17,"10,452.50","10,461.55","10,461.70","10,403.60",206.10M,0.28%
6-Nov-17,"10,451.80","10,431.75","10,490.45","10,413.75",199.56M,-0.01%
7-Nov-17,"10,350.15","10,477.15","10,485.75","10,340.80",295.83M,-0.97%
8-Nov-17,"10,303.15","10,361.95","10,384.25","10,285.50",282.95M,-0.45%
9-Nov-17,"10,308.95","10,358.65","10,368.45","10,266.95",247.61M,0.06%
10-Nov-17,"10,321.75","10,304.35","10,344.95","10,254.10",287.96M,0.12%
13-Nov-17,"10,224.95","10,322.00","10,334.15","10,216.25",216.80M,-0.94%
14-Nov-17,"10,186.60","10,223.40","10,248.00","10,175.55",314.41M,-0.38%
15-Nov-17,"10,118.05","10,171.95","10,175.45","10,094.00",213.84M,-0.67%
16-Nov-17,"10,214.75","10,152.90","10,232.25","10,139.20",188.18M,0.96%
17-Nov-17,"10,283.60","10,324.55","10,343.60","10,268.05",209.59M,0.67%
20-Nov-17,"10,298.75","10,287.20","10,309.85","10,261.50",151.75M,0.15%
21-Nov-17,"10,326.90","10,329.25","10,358.70","10,315.05",191.86M,0.27%
22-Nov-17,"10,342.30","10,350.80","10,368.70","10,309.55",162.50M,0.15%
23-Nov-17,"10,348.75","10,358.45","10,374.30","10,307.30",157.65M,0.06%
24-Nov-17,"10,389.70","10,366.80","10,404.50","10,362.25",133.18M,0.40%
27-Nov-17,"10,399.55","10,361.05","10,407.15","10,340.20",146.28M,0.09%
28-Nov-17,"10,370.25","10,387.90","10,409.55","10,355.20",202.05M,-0.28%
29-Nov-17,"10,361.30","10,376.65","10,392.95","10,345.90",157.19M,-0.09%
30-Nov-17,"10,226.55","10,332.70","10,332.70","10,211.25",353.10M,-1.30%
1-Dec-17,"10,121.80","10,263.70","10,272.70","10,108.55",147.77M,-1.02%
4-Dec-17,"10,127.75","10,175.05","10,179.20","10,095.70",153.24M,0.06%
5-Dec-17,"10,118.25","10,118.25","10,147.95","10,069.10",160.25M,-0.09%
6-Dec-17,"10,044.10","10,088.80","10,104.20","10,033.35",171.21M,-0.73%
7-Dec-17,"10,166.70","10,063.45","10,182.65","10,061.90",171.34M,1.22%
8-Dec-17,"10,265.65","10,198.45","10,270.85","10,195.25",206.23M,0.97%
11-Dec-17,"10,322.25","10,310.50","10,329.20","10,282.05",152.04M,0.55%
12-Dec-17,"10,240.15","10,324.90","10,326.10","10,230.20",180.55M,-0.80%
13-Dec-17,"10,192.95","10,236.60","10,296.55","10,169.85",187.19M,-0.46%
14-Dec-17,"10,252.10","10,229.30","10,276.10","10,141.55",159.10M,0.58%
15-Dec-17,"10,333.25","10,345.65","10,373.10","10,319.65",262.98M,0.79%
18-Dec-17,"10,388.75","10,263.10","10,443.55","10,074.80",237.51M,0.54%
19-Dec-17,"10,463.20","10,414.80","10,472.20","10,406.00",174.34M,0.72%
20-Dec-17,"10,444.20","10,494.40","10,494.45","10,437.15",180.60M,-0.18%
21-Dec-17,"10,440.30","10,473.95","10,473.95","10,426.90",156.65M,-0.04%
22-Dec-17,"10,493.00","10,457.30","10,501.10","10,448.25",143.12M,0.50%
26-Dec-17,"10,531.50","10,512.30","10,545.45","10,477.95",160.42M,0.37%
27-Dec-17,"10,490.75","10,531.05","10,552.40","10,469.25",170.31M,-0.39%
28-Dec-17,"10,477.90","10,498.20","10,534.55","10,460.45",281.31M,-0.12%
29-Dec-17,"10,530.70","10,492.35","10,538.70","10,488.65",156.74M,0.50%
1-Jan-18,"10,435.55","10,531.70","10,537.85","10,423.10",134.53M,-0.90%
2-Jan-18,"10,442.20","10,477.55","10,495.20","10,404.65",158.09M,0.06%
3-Jan-18,"10,443.20","10,482.65","10,503.60","10,429.55",172.52M,0.01%
4-Jan-18,"10,504.80","10,469.40","10,513.00","10,441.45",180.26M,0.59%
5-Jan-18,"10,558.85","10,534.25","10,566.10","10,520.10",186.47M,0.51%
8-Jan-18,"10,623.60","10,591.70","10,631.20","10,588.55",174.18M,0.61%
9-Jan-18,"10,637.00","10,645.10","10,659.15","10,603.60",211.29M,0.13%
10-Jan-18,"10,632.20","10,652.05","10,655.50","10,592.70",181.90M,-0.05%
11-Jan-18,"10,651.20","10,637.05","10,664.60","10,612.35",158.63M,0.18%
12-Jan-18,"10,681.25","10,682.55","10,690.40","10,597.10",180.59M,0.28%
15-Jan-18,"10,741.55","10,718.50","10,782.65","10,713.80",181.26M,0.56%
16-Jan-18,"10,700.45","10,761.50","10,762.35","10,687.85",217.47M,-0.38%
17-Jan-18,"10,788.55","10,702.45","10,803.00","10,666.75",260.49M,0.82%
18-Jan-18,"10,817.00","10,873.40","10,887.50","10,782.40",321.61M,0.26%
19-Jan-18,"10,894.70","10,829.20","10,906.85","10,793.90",214.01M,0.72%
22-Jan-18,"10,966.20","10,883.20","10,975.10","10,881.40",238.82M,0.66%
23-Jan-18,"11,083.70","10,997.40","11,092.90","10,994.55",293.45M,1.07%
24-Jan-18,"11,086.00","11,069.35","11,110.10","11,046.15",292.20M,0.02%
25-Jan-18,"11,069.65","11,095.60","11,095.60","11,009.20",340.47M,-0.15%
29-Jan-18,"11,130.40","11,079.35","11,171.55","11,075.95",249.22M,0.55%
30-Jan-18,"11,049.65","11,120.85","11,121.10","11,033.90",234.97M,-0.73%
31-Jan-18,"11,027.70","11,018.80","11,058.50","10,979.30",253.46M,-0.20%
1-Feb-18,"11,016.90","11,044.55","11,117.35","10,878.80",315.74M,-0.10%
2-Feb-18,"10,760.60","10,938.20","10,954.95","10,736.10",291.43M,-2.33%
5-Feb-18,"10,666.55","10,604.30","10,702.75","10,586.80",247.48M,-0.87%
6-Feb-18,"10,498.25","10,295.15","10,594.15","10,276.30",274.66M,-1.58%
7-Feb-18,"10,476.70","10,607.20","10,614.00","10,446.40",258.10M,-0.21%
8-Feb-18,"10,576.85","10,518.50","10,637.80","10,479.55",239.41M,0.96%
9-Feb-18,"10,454.95","10,416.50","10,480.20","10,398.20",197.50M,-1.15%
12-Feb-18,"10,539.75","10,518.20","10,555.50","10,485.40",224.12M,0.81%
14-Feb-18,"10,500.90","10,585.75","10,590.55","10,456.65",236.33M,-0.37%
15-Feb-18,"10,545.50","10,537.90","10,618.10","10,511.05",217.09M,0.42%
16-Feb-18,"10,452.30","10,596.20","10,612.90","10,434.05",190.04M,-0.88%
19-Feb-18,"10,378.40","10,488.90","10,489.35","10,302.75",193.09M,-0.71%
20-Feb-18,"10,360.40","10,391.00","10,429.35","10,347.65",193.46M,-0.17%
21-Feb-18,"10,397.45","10,426.00","10,426.10","10,349.60",241.33M,0.36%
22-Feb-18,"10,382.70","10,354.35","10,397.55","10,340.65",323.26M,-0.14%
23-Feb-18,"10,491.05","10,408.10","10,499.10","10,396.65",217.13M,1.04%
26-Feb-18,"10,582.60","10,526.55","10,592.95","10,520.20",177.24M,0.87%
27-Feb-18,"10,554.30","10,615.20","10,631.65","10,537.25",193.25M,-0.27%
28-Feb-18,"10,492.85","10,488.95","10,535.50","10,461.55",294.79M,-0.58%
1-Mar-18,"10,458.35","10,479.95","10,525.50","10,447.15",181.38M,-0.33%
5-Mar-18,"10,358.85","10,428.30","10,428.70","10,323.90",199.98M,-0.95%
6-Mar-18,"10,249.25","10,420.50","10,441.35","10,215.90",229.78M,-1.06%
7-Mar-18,"10,154.20","10,232.95","10,243.35","10,141.55",257.20M,-0.93%
8-Mar-18,"10,242.65","10,216.25","10,270.35","10,146.40",233.38M,0.87%
9-Mar-18,"10,226.85","10,271.30","10,296.70","10,211.90",192.33M,-0.15%
12-Mar-18,"10,421.40","10,301.60","10,433.65","10,295.45",223.14M,1.90%
13-Mar-18,"10,426.85","10,389.50","10,478.60","10,377.85",274.85M,0.05%
14-Mar-18,"10,410.90","10,393.05","10,420.35","10,336.30",186.99M,-0.15%
15-Mar-18,"10,360.15","10,405.45","10,420.00","10,346.20",179.31M,-0.49%
16-Mar-18,"10,195.15","10,345.15","10,346.30","10,180.25",338.70M,-1.59%
19-Mar-18,"10,094.25","10,215.35","10,224.55","10,075.30",216.67M,-0.99%
20-Mar-18,"10,124.35","10,051.55","10,155.65","10,049.10",209.33M,0.30%
21-Mar-18,"10,155.25","10,181.95","10,227.30","10,132.95",211.06M,0.31%
22-Mar-18,"10,114.75","10,167.50","10,207.85","10,105.40",237.63M,-0.40%
23-Mar-18,"9,998.05","9,968.80","10,027.70","9,951.90",294.52M,-1.15%
26-Mar-18,"10,130.65","9,989.15","10,143.50","9,958.55",270.66M,1.33%
27-Mar-18,"10,184.15","10,188.00","10,207.90","10,139.65",232.71M,0.53%
28-Mar-18,"10,113.70","10,143.60","10,158.35","10,096.90",354.98M,-0.69%
2-Apr-18,"10,211.80","10,151.65","10,220.10","10,127.75",232.43M,0.97%
3-Apr-18,"10,245.00","10,186.85","10,255.35","10,171.05",211.65M,0.33%
4-Apr-18,"10,128.40","10,274.60","10,279.85","10,111.30",238.18M,-1.14%
5-Apr-18,"10,325.15","10,228.45","10,331.80","10,227.45",244.12M,1.94%
6-Apr-18,"10,331.60","10,322.75","10,350.45","10,290.85",206.36M,0.06%
9-Apr-18,"10,379.35","10,333.70","10,397.70","10,328.50",228.51M,0.46%
10-Apr-18,"10,402.25","10,412.90","10,424.85","10,381.50",259.52M,0.22%
11-Apr-18,"10,417.15","10,428.15","10,428.15","10,355.60",258.08M,0.14%
12-Apr-18,"10,458.65","10,410.65","10,469.90","10,395.25",246.03M,0.40%
13-Apr-18,"10,480.60","10,495.30","10,519.90","10,451.45",219.72M,0.21%
16-Apr-18,"10,528.35","10,398.30","10,540.15","10,396.35",200.95M,0.46%
17-Apr-18,"10,548.70","10,557.30","10,560.45","10,495.65",212.45M,0.19%
18-Apr-18,"10,526.20","10,578.90","10,594.20","10,509.70",211.82M,-0.21%
19-Apr-18,"10,565.30","10,563.65","10,572.20","10,546.20",270.74M,0.37%
20-Apr-18,"10,564.05","10,560.35","10,582.35","10,527.45",252.23M,-0.01%
23-Apr-18,"10,584.70","10,592.80","10,638.35","10,514.95",200.20M,0.20%
24-Apr-18,"10,614.35","10,578.10","10,636.80","10,569.00",225.97M,0.28%
25-Apr-18,"10,570.55","10,612.40","10,612.60","10,536.45",195.13M,-0.41%
26-Apr-18,"10,617.80","10,586.50","10,628.40","10,559.65",345.54M,0.45%
27-Apr-18,"10,692.30","10,651.65","10,719.80","10,647.55",306.67M,0.70%
30-Apr-18,"10,739.35","10,705.75","10,759.00","10,704.60",179.16M,0.44%
2-May-18,"10,718.05","10,783.85","10,784.65","10,689.80",236.76M,-0.20%
3-May-18,"10,679.65","10,720.15","10,720.60","10,647.45",190.87M,-0.36%
4-May-18,"10,618.25","10,700.45","10,700.45","10,601.60",192.30M,-0.57%
7-May-18,"10,715.50","10,653.15","10,725.65","10,635.65",173.62M,0.92%
8-May-18,"10,717.80","10,757.90","10,758.55","10,689.40",278.12M,0.02%
9-May-18,"10,741.70","10,693.35","10,766.25","10,689.85",222.12M,0.22%
10-May-18,"10,716.55","10,779.65","10,785.55","10,705.00",197.99M,-0.23%
11-May-18,"10,806.50","10,741.95","10,812.05","10,724.45",209.39M,0.84%
14-May-18,"10,806.60","10,815.15","10,834.85","10,774.75",176.70M,0.00%
15-May-18,"10,801.85","10,812.60","10,929.20","10,781.40",262.20M,-0.04%
16-May-18,"10,741.10","10,751.95","10,790.45","10,699.70",238.22M,-0.56%
17-May-18,"10,682.70","10,775.60","10,777.25","10,664.50",220.74M,-0.54%
18-May-18,"10,596.40","10,671.85","10,674.95","10,589.10",229.91M,-0.81%
21-May-18,"10,516.70","10,616.70","10,621.70","10,505.80",197.29M,-0.75%
22-May-18,"10,536.70","10,518.45","10,558.60","10,490.55",249.24M,0.19%
23-May-18,"10,430.35","10,521.10","10,533.55","10,417.80",299.92M,-1.01%
24-May-18,"10,513.85","10,464.85","10,535.15","10,419.80",306.79M,0.80%
25-May-18,"10,605.15","10,533.05","10,628.05","10,524.00",268.92M,0.87%
28-May-18,"10,688.65","10,648.35","10,709.80","10,640.55",239.79M,0.79%
29-May-18,"10,633.30","10,689.40","10,717.25","10,616.10",232.76M,-0.52%
30-May-18,"10,614.35","10,579.00","10,648.70","10,558.45",246.12M,-0.18%
31-May-18,"10,736.15","10,670.10","10,763.80","10,620.40",629.20M,1.15%
1-Jun-18,"10,696.20","10,738.45","10,764.75","10,681.50",227.36M,-0.37%
4-Jun-18,"10,628.50","10,765.95","10,770.30","10,618.35",210.15M,-0.63%
5-Jun-18,"10,593.15","10,630.70","10,633.15","10,550.90",172.90M,-0.33%
6-Jun-18,"10,684.65","10,603.45","10,698.35","10,587.50",195.76M,0.86%
7-Jun-18,"10,768.35","10,722.60","10,818.00","10,722.60",227.66M,0.78%
8-Jun-18,"10,767.65","10,736.40","10,779.45","10,709.05",215.94M,-0.01%
11-Jun-18,"10,786.95","10,781.85","10,850.55","10,777.05",217.85M,0.18%
12-Jun-18,"10,842.85","10,816.15","10,856.55","10,789.40",204.42M,0.52%
13-Jun-18,"10,856.70","10,887.50","10,893.25","10,842.65",220.00M,0.13%
14-Jun-18,"10,808.05","10,832.90","10,833.70","10,773.55",190.03M,-0.45%
15-Jun-18,"10,817.70","10,808.65","10,834.00","10,755.40",314.76M,0.09%
18-Jun-18,"10,799.85","10,830.20","10,830.20","10,787.35",202.73M,-0.17%
19-Jun-18,"10,710.45","10,789.45","10,789.45","10,701.20",231.38M,-0.83%
20-Jun-18,"10,772.05","10,734.65","10,781.80","10,724.05",199.47M,0.58%
21-Jun-18,"10,741.10","10,808.45","10,809.60","10,725.90",230.51M,-0.29%
22-Jun-18,"10,821.85","10,742.70","10,837.00","10,710.45",236.90M,0.75%
25-Jun-18,"10,762.45","10,822.90","10,831.05","10,753.05",236.69M,-0.55%
26-Jun-18,"10,769.15","10,742.70","10,805.25","10,732.55",226.85M,0.06%
27-Jun-18,"10,671.40","10,785.50","10,785.50","10,652.40",253.62M,-0.91%
28-Jun-18,"10,589.10","10,660.80","10,674.20","10,557.70",363.16M,-0.77%
29-Jun-18,"10,714.30","10,612.85","10,723.05","10,612.35",250.33M,1.18%
2-Jul-18,"10,657.30","10,732.35","10,736.15","10,604.65",304.54M,-0.53%
3-Jul-18,"10,699.90","10,668.60","10,713.30","10,630.25",208.37M,0.40%
4-Jul-18,"10,769.90","10,715.00","10,777.15","10,677.75",179.27M,0.65%
5-Jul-18,"10,749.75","10,786.05","10,786.05","10,726.25",227.27M,-0.19%
6-Jul-18,"10,772.65","10,744.15","10,816.35","10,735.05",256.55M,0.21%
9-Jul-18,"10,852.90","10,838.30","10,860.35","10,807.15",189.33M,0.74%
10-Jul-18,"10,947.25","10,902.75","10,956.90","10,876.65",203.06M,0.87%
11-Jul-18,"10,948.30","10,956.40","10,976.65","10,923.00",229.21M,0.01%
12-Jul-18,"11,023.20","11,006.95","11,078.30","10,999.65",256.04M,0.68%
13-Jul-18,"11,018.90","11,056.90","11,071.35","10,999.75",241.67M,-0.04%
16-Jul-18,"10,936.85","11,018.95","11,019.50","10,926.25",216.97M,-0.74%
17-Jul-18,"11,008.05","10,939.65","11,018.50","10,925.60",217.11M,0.65%
18-Jul-18,"10,980.45","11,060.20","11,076.20","10,956.30",232.50M,-0.25%
19-Jul-18,"10,957.10","10,999.50","11,006.50","10,935.45",222.06M,-0.21%
20-Jul-18,"11,010.20","10,963.50","11,030.25","10,946.20",193.14M,0.48%
23-Jul-18,"11,084.75","11,019.85","11,093.40","11,010.95",236.15M,0.68%
24-Jul-18,"11,134.30","11,109.00","11,143.40","11,092.50",212.25M,0.45%
25-Jul-18,"11,132.00","11,148.40","11,157.15","11,113.25",212.33M,-0.02%
26-Jul-18,"11,167.30","11,132.95","11,185.85","11,125.70",376.66M,0.32%
27-Jul-18,"11,278.35","11,232.75","11,283.40","11,210.25",324.34M,0.99%
30-Jul-18,"11,319.55","11,296.65","11,328.10","11,261.45",287.44M,0.37%
31-Jul-18,"11,356.50","11,311.05","11,366.00","11,267.75",264.43M,0.33%
1-Aug-18,"11,346.20","11,359.80","11,390.55","11,313.55",278.01M,-0.09%
2-Aug-18,"11,244.70","11,328.90","11,328.90","11,234.95",216.53M,-0.89%
3-Aug-18,"11,360.80","11,297.80","11,368.00","11,294.55",225.15M,1.03%
6-Aug-18,"11,387.10","11,401.50","11,427.65","11,370.60",210.00M,0.23%
7-Aug-18,"11,389.45","11,423.15","11,428.95","11,359.70",233.41M,0.02%
8-Aug-18,"11,450.00","11,412.50","11,459.95","11,379.30",217.05M,0.53%
9-Aug-18,"11,470.70","11,493.25","11,495.20","11,454.10",311.52M,0.18%
10-Aug-18,"11,429.50","11,474.95","11,478.75","11,419.65",336.42M,-0.36%
13-Aug-18,"11,355.75","11,369.60","11,406.30","11,340.30",254.47M,-0.65%
14-Aug-18,"11,435.10","11,381.70","11,452.45","11,370.80",239.84M,0.70%
16-Aug-18,"11,385.05","11,397.15","11,449.85","11,366.25",299.61M,-0.44%
17-Aug-18,"11,470.75","11,437.15","11,486.45","11,431.80",241.99M,0.75%
20-Aug-18,"11,551.75","11,502.10","11,565.30","11,499.65",239.84M,0.71%
21-Aug-18,"11,570.90","11,581.40","11,581.40","11,539.85",230.95K,0.17%
